Frequency,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily
2016-05-20,3.6725,123.06,14.093502094661,0.891345,1.383278,1.746745,0.891345,1.743293,0.376,1.3799,3.5472858543542,1.310634,0.991443,696.96,6.547464,3056.06,0.891345,24.0886,0.891345,6.628933,110.229789,0.891345,0.891345,0.891345,0.891345,0.686407,0.891345,7.76727,0.885667,282.360282,13625.055709,0.891345,3.879401,67.472591,,124.63,0.891345,110.357429,1187.28942,0.3019,335.01,146.15,0.891345,0.891345,0.891345,9.723237,55.1,0.891345,35.2206,18.40993,4.081023,0.891345,8.321152,107.74,1.477672,0.3845,3.341,46.775114,104.8204,3.940012,0.891345,3.64,4.016222,109.4987,66.774133,3.7522,8.34192,1.381496,0.891345,0.891345,35.729566,2.07048,2.9838666547821,6.6377,32.714146,25.259572,1,31.306,9.975,0.891345,0.7113,15.747304
2016-05-21,3.6725,,,,,1.743319,,,,,,,,NaN,,3047.99,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-05-22,3.6725,,,,,1.743319,,,,,,,,NaN,,3047.99,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-05-23,3.6725,123.19,14.078466339724,0.891663,1.385823,1.743319,0.891663,1.743914,0.376,1.378,3.5516718680339,1.314757,0.990192,692.19,6.554347,3047.99,0.891663,24.104325,0.891663,6.631387,110.214534,0.891663,0.891663,0.891663,0.891663,0.690531,0.891663,7.766741,0.886278,282.701739,13582.496656,0.891663,3.875078,67.522336,30398,124.69,0.891663,109.407044,1185.71556,0.3019,336.37,146.22,0.891663,0.891663,0.891663,9.725368,54.99,0.891663,35.2948,18.370129,4.085243,0.891663,8.351137,107.91,1.474632,0.3845,3.345,46.795363,104.8604,3.956041,0.891663,3.64,4.031208,109.2282,67.077753,3.7518,8.331699,1.380116,0.891663,0.891663,35.660276,2.07298,2.9866250557289,6.6454,32.656264,25.201506,1,31.282,9.975,0.891663,0.7116,15.619527
2016-05-24,3.6725,123.53,13.989523638968,0.895415,1.39658,1.743941,0.895415,1.751254,0.376,1.3822,3.5493373925501,1.314828,0.992031,693.89,6.556769,3058.25,0.895415,24.198603,0.895415,6.658757,110.353331,0.895415,0.895415,0.895415,0.895415,0.685109,0.895415,7.767102,0.890721,282.951289,13680.390401,0.895415,3.861837,67.673711,30420,124.74,0.895415,109.74212,1190.293696,0.3019,336.48,146.32,0.895415,0.895415,0.895415,9.750627,NaN,0.895415,35.301,18.432307,4.11524,0.895415,8.359151,107.84,1.486748,0.3845,3.338,46.800681,104.8273,3.971884,0.895415,3.64,4.036802,109.4943,66.642371,3.7507,8.332736,1.382969,0.895415,0.895415,35.739613,2.0738,2.9580050143266,6.6553,32.692514,25.123692,1,31.178,9.975,0.895415,0.7115,15.62509
2016-05-25,3.6725,124,14.047460972546,0.897183,1.38839,1.75128,0.897183,1.75471,0.376,1.3796,3.5601112506729,1.310605,0.991297,692.87,6.561636,3059.92,0.897183,24.249058,0.897183,6.672259,110.521891,0.897183,0.897183,0.897183,0.897183,0.681186,0.897183,7.763682,0.892694,281.975597,13640.498834,0.897183,3.853311,67.378432,30439,125.3,0.897183,110.165082,1181.733357,0.30205,336.24,146.2,0.897183,0.897183,0.897183,9.754441,55.01,0.897183,35.3122,18.394222,4.101113,0.897183,8.338866,108.26,1.479275,0.3845,3.339,46.751301,104.8181,3.965997,0.897183,3.64,4.045487,110.1629,65.706262,3.7505,8.312489,1.379149,0.897183,0.897183,35.679167,2.07904,2.9502960703391,6.6536,32.584784,25.133711,1,31.223,9.975,0.897183,0.7123,15.678181
2016-05-26,3.6725,123.72,14.044502148997,0.895415,1.386193,1.754737,0.895415,1.751254,0.376,1.3769,3.5820200573066,1.293249,0.991673,692.24,6.557754,3061.89,0.895415,24.196812,0.895415,6.658936,110.350018,0.895415,0.895415,0.895415,0.895415,0.680247,0.895415,7.765938,0.890733,281.50967,13603.501074,0.895415,3.83587,67.080498,30449,124.74,0.895415,110.073424,1180.041189,0.3019,333.09,146.03,0.895415,0.895415,0.895415,9.749731,55.35,0.895415,35.3278,18.368463,4.06832,0.895415,8.279907,107.78,1.485584,0.3845,3.341,46.678904,104.8199,3.949499,0.895415,3.64,4.035638,109.992,65.134312,3.7507,8.315723,1.377239,0.895415,0.895415,35.599928,2.08861,2.9319484240688,6.6316,32.477615,25.1125,1,31.141,9.975,0.895415,0.7112,15.595004
2016-05-27,3.6725,123.72,13.998477793696,0.895415,1.386372,1.75128,0.895415,1.751254,0.376,1.3743,3.6094197707736,1.303725,0.991046,687.34,6.561694,3054.6,0.895415,24.201289,0.895415,6.658936,110.365419,0.895415,0.895415,0.895415,0.895415,0.68271,0.895415,7.766386,0.890186,281.348496,13572.036175,0.895415,3.844735,67.03707,,124.83,0.895415,109.652579,1179.244269,0.3019,335.48,146.7,0.895415,0.895415,0.895415,9.751074,55.24,0.895415,35.3567,18.500269,4.078976,0.895415,8.311246,107.49,1.485136,0.3845,3.357,46.647564,104.8291,3.931948,0.895415,3.64,4.032414,110.1897,66.038324,3.7503,8.298084,1.375358,0.895415,0.895415,35.683202,2.08827,2.9484240687679,,32.504477,25.099995,1,31.127,9.975,0.895415,0.7113,15.625358
2016-05-28,3.6725,,,,,1.75128,,,,,,,,NaN,,3069.17,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-05-29,3.6725,,,,,1.75128,,,,,,,,NaN,,3069.17,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-05-30,3.6725,124.18,13.905018403806,0.897747,1.391866,1.75128,0.897747,1.755813,,,3.6042732740821,1.303887,0.992728,687.43,6.58174,3069.17,0.897747,24.258012,0.897747,6.676452,110.473651,0.897747,0.897747,0.897747,0.897747,0.68341,0.897747,7.76883,0.891825,281.721878,13645.00404,0.897747,3.846575,67.13933,,125.17,0.897747,111.185923,1190.941736,,,NaN,0.897747,0.897747,0.897747,9.765688,55.24,0.897747,,18.472843,4.117515,0.897747,8.351288,,1.492414,,3.359,46.730407,,3.944699,0.897747,,4.042823,111.047,65.889757,3.7505,8.333782,1.381093,0.897747,0.897747,35.730317,,2.9564592871892,,32.615136,25.136025,1,31.005,NaN,0.897747,NaN,15.770985
2016-05-31,3.6725,124.15,13.954993724224,0.896539,1.377622,1.75584,0.896539,1.753452,0.376,1.3796,3.5727093419401,1.302672,0.990138,690.27,6.577282,3069.17,0.896539,24.226287,0.896539,6.668101,110.385243,0.896539,0.896539,0.896539,0.896539,0.683029,0.896539,7.767617,0.891185,281.611978,13609.835037,0.896539,3.851623,67.196521,30460,124.75,0.896539,111.018469,1188.909808,0.3022,335.84,147.8,0.896539,0.896539,0.896539,9.759279,55.39,0.896539,35.4192,18.395643,4.118702,0.896539,8.355747,107.59,1.480724,0.3845,3.372,46.753631,104.848,3.93267,0.896539,3.64,4.04411,110.5537,65.922539,3.7501,8.329747,1.377712,0.896539,0.896539,35.659853,2.10361,2.9520351443428,,32.592792,25.166002,1,30.757,9.975,0.896539,0.7128,15.76681
2016-06-01,3.6725,123.91,13.982996241274,0.894935,1.375515,1.753479,0.894935,1.750313,0.376,1.3794,3.5986218006086,1.305352,0.98935,689.81,6.577591,3089.65,0.894935,24.187399,0.894935,6.656972,110.393771,0.894935,0.894935,0.894935,0.894935,0.692304,0.894935,7.769644,0.892238,281.107929,13668.999463,0.894935,3.851978,67.458386,30480,124.53,0.894935,109.244675,1191.632361,0.3022,336.86,146.9,0.894935,0.894935,0.894935,9.747628,55.31,0.894935,35.4421,18.483175,4.153302,0.894935,8.33032,107.52,1.465277,0.3845,3.38,46.635046,104.8301,3.935744,0.894935,3.64,4.043136,110.5563,66.923752,3.7502,8.304636,1.375962,0.894935,0.894935,35.659567,2.11394,2.9477358152855,6.6436,32.589941,25.141637,1,31.024,9.975,0.894935,0.7129,15.695722
2016-06-02,3.6725,123.48,13.968537718985,0.893815,1.386843,1.75034,0.893815,1.748123,0.376,1.3755,3.5962638541294,1.310511,0.988738,693.61,6.581963,3117.83,0.893815,24.15892,0.893815,6.648463,110.36128,0.893815,0.893815,0.893815,0.893815,0.691232,0.893815,7.770111,0.889426,279.781909,13647.497319,0.893815,3.852789,67.301573,30479,124.25,0.893815,109.009653,1188.192706,0.3019,337.71,147.55,0.893815,0.893815,0.893815,9.741241,55.21,0.893815,35.5183,18.571595,4.155792,0.893815,8.344655,107.88,1.472471,0.3845,3.368,46.574008,104.729,3.924115,0.893815,3.64,4.040043,109.7479,67.07365,3.7502,8.307562,1.376385,0.893815,0.893815,35.59975,2.1208,2.947175545227,6.6283,32.606364,25.09759,1,31.25,9.975,0.893815,0.7118,15.592957
2016-06-03,3.6725,124.08,13.90846333154,0.896539,1.380402,1.74815,0.896539,1.753452,0.376,1.376,3.5837367760445,1.30841,0.990676,691.36,6.586695,3110.88,0.896539,24.228976,0.896539,6.668639,110.384974,0.896539,0.896539,0.896539,0.896539,0.69289,0.896539,7.771472,0.891934,280.114757,13579.003048,0.896539,3.876547,67.250314,,124.87,0.896539,108.902636,1185.592613,0.3019,337.77,146.8,0.896539,0.896539,0.896539,9.757934,55.14,0.896539,35.5832,18.720011,4.147481,0.896539,8.324637,107.68,1.460194,0.3845,3.352,46.459566,104.7244,3.932311,0.896539,3.64,4.051282,110.3475,67.158687,3.7506,8.302403,1.376278,0.896539,0.896539,35.609647,2.12962,2.9497937959476,6.6305,32.612516,25.051207,1,31.001,9.975,0.896539,0.7131,15.579882
2016-06-04,3.6725,,,,,1.753479,,,,,,,,NaN,,3017.71,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-06-05,3.6725,,,,,1.753479,,,,,,,,NaN,,3017.71,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-06-06,3.6725,121.94,13.90430874967,0.881135,1.358446,1.753479,0.881135,1.723324,0.376,,3.5187241166623,1.292184,0.973742,683.27,6.566217,3017.71,0.881135,23.810908,0.881135,6.553617,109.758393,0.881135,0.881135,0.881135,0.881135,0.693629,0.881135,7.767557,0.877977,274.429465,13359.996475,0.881135,3.833113,66.965812,30488,123.18,0.881135,107.128381,1165.741475,0.3013,335.1,145.55,0.881135,0.881135,0.881135,9.654066,55.31,0.881135,35.5451,18.558992,4.09481,0.881135,8.188827,107.61,1.443123,0.3845,3.32,46.169707,104.6927,3.857256,0.881135,,3.982025,108.6689,65.37739,3.7505,8.146973,1.359062,0.881135,0.881135,35.270068,2.13723,2.9089787646489,6.6378,32.284783,25.002072,1,30.618,9.975,0.881135,0.7082,14.985021
2016-06-07,3.6725,121.82,13.777493831512,0.881213,1.34473,1.72335,0.881213,1.723476,0.376,1.3582,3.5061684878393,1.278199,0.967483,680.55,6.571995,3017.71,0.881213,23.811244,0.881213,6.553049,109.708583,0.881213,0.881213,0.881213,0.881213,0.686288,0.881213,7.767448,0.878675,273.598872,13247.003877,0.881213,3.820585,66.743479,30487,122.53,0.881213,107.648925,1155.868876,0.3013,333.88,145.65,0.881213,0.881213,0.881213,9.655446,54.36,0.881213,35.4532,18.568206,4.057984,0.881213,8.126983,107.14,1.438139,0.3845,3.307,46.02485,,3.832041,0.881213,,3.971889,108.6411,64.956027,3.7504,8.128128,1.353719,0.881213,0.881213,35.23969,2.13152,2.8989249206909,6.6308,32.194219,24.985658,1,30.664,9.975,0.881213,0.7068,14.865615
2016-06-08,3.6725,121.84,13.827474072772,0.878889,1.338372,1.723502,0.878889,1.718931,0.376,1.3534,3.4088592019687,1.268237,0.96168,679.85,6.567674,2950.95,0.878889,23.748462,0.878889,6.535771,109.574442,0.878889,0.878889,0.878889,0.878889,0.685955,0.878889,7.76393,0.878189,272.534716,13206.002812,0.878889,3.825892,66.55036,30486,122.52,0.878889,107.022324,1152.557567,0.30115,331.59,145.4,0.878889,0.878889,0.878889,9.639655,54.36,0.878889,35.37,18.177184,4.026279,0.878889,8.090613,106.82,1.426085,0.3845,3.293,45.898225,104.6383,3.799262,0.878889,3.64,3.960626,108.4884,63.759712,3.7503,8.110652,1.347952,0.878889,0.878889,35.15029,2.13719,2.8826683072596,6.6342,32.129548,24.96168,1,30.58,9.975,0.878889,0.7063,14.731236
2016-06-09,3.6725,121.96,13.902847571189,0.881601,1.344442,1.718958,0.881601,1.724235,0.376,,3.3834082694173,1.274707,0.962356,673.14,6.559552,2905.23,0.881601,23.82174,0.881601,6.555761,109.642863,0.881601,0.881601,0.881601,0.881601,0.69151,0.881601,7.762232,0.881777,274.565812,13288.759587,0.881601,3.844662,66.730583,30485,122.56,0.881601,106.426871,1160.680596,0.301,330.16,145.3,0.881601,0.881601,0.881601,9.657498,54.22,0.881601,35.3259,18.228511,4.047518,0.881601,8.153839,106.76,1.404919,0.3845,3.305,46.008992,104.4702,3.819184,0.881601,3.64,3.97558,108.2294,64.199947,3.7502,8.148902,1.352023,0.881601,0.881601,35.219959,2.14148,2.8960592435864,6.6498,32.270123,24.944121,1,30.688,9.975,0.881601,0.7072,14.825002
2016-06-10,3.6725,122.55,13.818029016277,0.884643,1.351203,1.724262,0.884643,1.730184,0.376,1.3547,3.4202052370842,1.27477,0.962933,678.18,6.559006,2942.13,0.884643,23.908351,0.884643,6.577849,109.889774,0.884643,0.884643,0.884643,0.884643,0.694268,0.884643,7.761677,0.885171,275.468861,13295.621019,0.884643,3.851026,66.808209,,123.01,0.884643,106.85598,1164.313517,,333.97,144.9,0.884643,0.884643,0.884643,9.678875,54.39,0.884643,35.2951,18.403485,4.068029,0.884643,8.202849,106.81,1.411005,0.3845,3.318,45.981953,104.2364,3.856246,0.884643,3.64,3.993984,109.2608,64.704529,3.7502,8.247788,1.354122,0.884643,0.884643,35.199929,2.13991,2.9187898089172,6.6423,32.292109,25.002237,1,30.819,9.975,0.884643,0.7085,15.090587
2016-06-11,3.6725,,,,,1.730211,,,,,,,,NaN,,2969.83,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-06-12,3.6725,,,,,1.730211,,,,,,,,NaN,,2969.83,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-06-13,3.6725,122.65,13.805023074192,0.887469,1.351438,1.730211,0.887469,1.735712,0.376,1.3594,3.4398296059638,1.277068,0.966276,683.67,6.586084,2969.83,0.887469,23.992723,0.887469,6.598864,109.953408,0.887469,0.887469,0.887469,0.887469,0.705671,0.887469,7.762691,0.886998,277.218672,13321.920483,0.887469,3.870163,67.103745,30510,123.16,0.887469,106.061413,1173.793042,0.3014,335.81,144.75,0.887469,0.887469,0.887469,9.696486,54.58,0.887469,35.2753,18.696486,4.091942,0.887469,8.276979,106.82,1.415424,0.3845,3.33,46.15016,104.3947,3.894569,0.887469,3.64,4.009407,109.5504,65.696131,3.7502,8.276979,1.355343,0.887469,0.887469,35.205005,2.18138,2.9232339368122,6.6555,32.387291,25.015343,1,31.012,9.975,0.887469,0.7102,15.175719
2016-06-14,3.6725,122.91,13.798485523385,0.890869,1.36098,1.735738,0.890869,1.742361,0.376,1.3544,3.4987082405345,1.287216,0.964989,685,6.593764,2990.35,0.890869,24.096214,0.890869,6.624321,110.149933,0.890869,0.890869,0.890869,0.890869,0.708045,0.890869,7.760624,0.889568,279.697105,13355.902004,0.890869,3.866815,67.309577,30509,123.69,0.890869,105.995546,1179.741648,0.3014,337.65,144.8,0.890869,0.890869,0.890869,9.720713,54.75,0.890869,35.312,18.990824,4.105657,0.890869,8.34343,107.38,1.42735,0.3845,3.336,46.312695,104.6946,3.949399,0.890869,3.64,4.029844,109.2939,66.235011,3.7502,8.30147,1.356704,0.890869,0.890869,35.273942,2.15254,2.929710467706,6.6357,32.425835,24.968681,1,30.725,9.975,0.890869,0.7112,15.355724
2016-06-15,3.6725,122.82,13.747996438112,0.890472,1.352449,1.742388,0.890472,1.741585,0.376,1.3559,3.4679430097952,1.285663,0.963224,688.34,6.581033,3003.28,0.890472,24.107747,0.890472,6.621193,110.159662,0.890472,0.890472,0.890472,0.890472,0.70488,0.890472,7.761532,0.88968,279.483526,13366.544969,0.890472,3.876313,67.112199,30530,123.51,0.890472,106.224399,1171.932324,0.30155,338.75,144.38,0.890472,0.890472,0.890472,9.716385,54.96,0.890472,35.3338,18.877382,4.10098,0.890472,8.318344,107.59,1.42244,0.3845,3.319,46.333037,104.5856,3.928673,0.890472,3.64,4.039003,110.0839,65.662511,3.7503,8.329475,1.354853,0.890472,0.890472,35.26447,2.16314,2.9300979519145,6.6372,32.35797,24.914945,1,30.568,9.975,0.890472,0.7111,15.228495
2016-06-16,3.6725,122.4,13.73948451763,0.894935,1.361375,1.741612,0.894935,1.750313,0.376,1.3504,3.4851440844818,1.30034,0.967603,685.89,6.586093,2989.56,0.894935,24.223197,0.894935,6.654287,110.292286,0.894935,0.894935,0.894935,0.894935,0.707294,0.894935,7.760426,0.893687,282.038661,13397.905853,0.894935,3.868624,67.299982,30529,123.62,0.894935,104.394129,1177.546089,0.30105,337.96,144.76,0.894935,0.894935,0.894935,9.748523,54.94,0.894935,35.3298,18.958744,4.106408,0.894935,8.394308,107.42,1.422857,0.3845,3.337,46.446214,104.6226,3.981564,0.894935,3.64,4.062108,109.3242,65.859585,3.7502,8.404779,1.352783,0.894935,0.894935,35.309647,2.16808,2.9357436907106,6.6267,32.400215,24.887642,1,30.684,9.975,0.894935,0.7106,15.414355
2016-06-17,3.6725,122.52,13.905988981695,0.888573,1.353652,1.75034,0.888573,1.737871,0.376,1.3495,3.4602807890528,1.290119,0.961258,689.83,6.590634,3019.12,0.888573,24.052781,0.888573,6.607606,110.027101,0.888573,0.888573,0.888573,0.888573,0.699929,0.888573,7.760618,0.886981,279.242936,13325.510929,0.888573,3.87169,67.085036,,NaN,0.888573,104.26515,1171.334637,0.30105,338.59,145,0.888573,0.888573,0.888573,9.704372,NaN,0.888573,35.4234,18.879598,4.101031,0.888573,8.380132,107.58,1.418074,0.3845,3.318,46.435045,104.6904,3.950862,0.888573,3.64,4.030123,109.5952,65.120579,3.7502,8.336147,1.349476,0.888573,0.888573,35.2799,2.15638,2.9312244535276,6.6292,32.362715,24.904642,1,30.628,9.975,0.888573,0.7089,15.213968
2016-06-18,3.6725,,,,,1.737898,,,,,,,,NaN,,3010.91,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-06-19,3.6725,,,,,1.737898,,,,,,,,NaN,,3010.91,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-06-20,3.6725,121.56,13.900988351571,0.882457,1.340275,1.737898,0.882457,1.725909,0.376,1.3447,3.3785739498765,1.281327,0.960466,685.64,6.579774,3010.91,0.882457,23.881927,0.882457,6.56186,109.72132,0.882457,0.882457,0.882457,0.882457,0.682801,0.882457,7.759972,0.880524,276.138369,13258.250971,0.882457,3.850335,67.35616,30527,122.51,0.882457,104.632898,1158.039181,0.3009,335.89,145.5,0.882457,0.882457,0.882457,9.663784,55.21,0.882457,35.4243,18.610484,4.054183,0.882457,8.257589,107.33,1.406283,0.3845,3.29,46.270738,104.7868,3.876191,0.882457,3.64,4.005736,108.2808,63.910254,3.7502,8.236675,1.34354,0.882457,0.882457,35.189728,2.15849,2.8963113307448,6.6539,32.267031,NaN,1,30.586,9.975,0.882457,0.7056,14.820067
2016-06-21,3.6725,121.37,13.894997348418,0.883861,1.332243,1.725935,0.883861,1.728655,0.376,1.3428,3.3675092805374,1.277267,0.958989,679.8,6.581757,2972.97,0.883861,23.920806,0.883861,6.572211,109.649284,0.883861,0.883861,0.883861,0.883861,0.678407,0.883861,7.758352,0.881984,277.60297,13262.49779,0.883861,3.859555,67.570532,30550,122.21,0.883861,104.640269,1152.59855,0.3008,335.87,145.5,0.883861,0.883861,0.883861,9.673855,54.45,0.883861,35.4115,18.564345,4.027135,0.883861,8.283366,107.85,1.396853,0.3845,3.287,46.29574,104.7557,3.888192,0.883861,3.64,4.013435,108.7717,64.313063,3.7502,8.241117,1.340728,0.883861,0.883861,35.210359,2.15278,2.898267633021,,32.162807,24.908886,1,30.518,9.975,0.883861,0.705,14.675977
2016-06-22,3.6725,121.94,13.954533368785,0.886289,1.332358,1.728681,0.886289,1.733404,0.376,1.3433,3.3995391296641,1.276168,0.959851,676.03,6.578658,2976.29,0.886289,23.992732,0.886289,6.592573,109.840468,0.886289,0.886289,0.886289,0.886289,0.680608,0.886289,7.757157,0.884583,278.667021,13284.002482,0.886289,3.852787,67.495613,30590,122.53,0.886289,104.590978,1150.066472,0.301,336.73,146.85,0.886289,0.886289,0.886289,9.689799,54.53,0.886289,35.3784,18.616325,4.026411,0.886289,8.291678,108.02,1.39431,0.3845,3.284,46.471683,104.7507,3.880617,0.886289,3.64,4.011345,109.6862,64.048569,3.7502,8.283967,1.33936,0.886289,0.886289,35.199858,2.15805,2.902596827085,6.6363,32.150137,24.892558,1,30.653,9.975,0.886289,0.7061,14.692015
2016-06-23,3.6725,121.24,14.066028624111,0.87804,1.322329,1.733431,0.87804,1.717271,0.376,1.3375,3.3516551058038,1.274651,0.954957,672.8,6.579594,2944.06,0.87804,23.761524,0.87804,6.532268,109.491878,0.87804,0.87804,0.87804,0.87804,0.672535,0.87804,7.757573,0.876467,275.950479,13137.035736,0.87804,3.824041,67.30266,30589,120.72,0.87804,105.698481,1145.377118,0.30075,336.63,146.9,0.87804,0.87804,0.87804,9.63693,54.68,0.87804,35.306,18.290017,3.992361,0.87804,8.165159,108.06,1.384055,0.3845,3.283,46.429888,104.7925,3.825709,0.87804,3.64,3.961191,109.0391,64.057248,3.7502,8.168408,1.339187,0.87804,0.87804,35.210291,2.15987,2.8704890683993,6.6379,32.044078,24.898078,1,30.686,9.975,0.87804,0.7033,14.45702
2016-06-24,3.6725,123.89,14.395535875655,0.903669,1.34737,1.717297,0.903669,1.767396,0.376,1.3616,3.4396349177661,1.30056,0.976685,669.88,6.623983,2897.53,0.903669,24.492138,0.903669,6.720676,110.553136,0.903669,0.903669,0.903669,0.903669,0.729713,0.903669,7.761341,0.902529,287.276342,13408.593891,0.903669,3.895988,68.004699,,124.88,0.903669,102.322429,1171.959154,0.30075,339.69,146.6,0.903669,0.903669,0.903669,9.806253,54.17,0.903669,35.375,18.869601,4.112688,0.903669,8.512561,107.66,1.410898,0.3845,3.315,46.942888,104.8237,4.025845,0.903669,3.64,4.097687,112.9343,65.631845,3.7502,8.549611,1.353063,0.903669,0.903669,35.319899,2.15979,2.9330381348274,6.6421,32.387493,24.882929,1,30.97,9.975,0.903669,0.7153,15.120007
2016-06-25,3.6725,,,,,1.767423,,,,,,,,NaN,,2972.92,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-06-26,3.6725,,,,,1.767423,,,,,,,,NaN,,2972.92,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2016-06-27,3.6725,124.2,14.92253136934,0.909256,1.350882,1.767423,0.909256,1.778323,0.376,1.3573,3.4033460629205,1.304783,0.976177,NaN,6.64739,2972.92,0.909256,24.687216,0.909256,6.762139,110.8006,0.909256,0.909256,0.909256,0.909256,0.75832,0.909256,7.758229,0.907446,289.46172,13396.526641,0.909256,3.898254,67.954628,,125.16,0.909256,101.654846,1184.679033,0.30175,,147,0.909256,0.909256,0.909256,9.84379,55.75,0.909256,35.4283,19.062011,4.105019,0.909256,8.5511,108.74,1.415621,0.3845,3.319,47.266776,104.8547,4.05701,0.909256,3.64,4.106201,112.4087,65.277505,3.7502,8.551555,1.359793,0.909256,0.909256,35.314603,2.20608,2.944717221313,6.6544,32.575923,NaN,1,31.06,9.975,0.909256,0.7186,15.325605
2016-06-28,3.6725,123.95,15.289894337578,0.903098,1.353201,1.778351,0.903098,1.766278,0.376,1.357,3.3579878984918,1.303892,0.979409,680.21,6.64734,3022.78,0.903098,24.48117,0.903098,6.717782,110.652488,0.903098,0.903098,0.903098,0.903098,0.747042,0.903098,7.759866,0.90076,286.887022,13181.188476,0.903098,3.880791,67.919263,30680,124,0.903098,102.411271,1168.779915,0.30175,339.1,147.45,0.903098,0.903098,0.903098,9.821638,56.1,0.903098,35.5215,18.949427,4.070893,0.903098,8.469701,108.78,1.415244,0.3845,3.303,47.096541,104.8055,4.010927,0.903098,3.64,4.086246,111.9012,64.741533,3.7502,8.527499,1.355188,0.903098,0.903098,35.276799,2.22421,2.9080646617899,6.6516,32.427526,NaN,1,30.651,9.975,0.903098,0.7166,15.247088
2016-06-29,3.6725,124.09,14.944995491434,0.901713,1.344545,1.766305,0.901713,1.763571,0.376,1.3514,3.2656447249775,1.299098,0.97872,674.16,6.643823,3005.18,0.901713,24.449053,0.901713,6.706583,110.596303,0.901713,0.901713,0.901713,0.901713,0.744364,0.901713,7.758431,0.900852,285.798016,13144.499549,0.901713,3.858702,67.600812,30679,123.82,0.901713,102.660054,1157.033363,0.30175,339.12,146.2,0.901713,0.901713,0.901713,9.813075,55.72,0.901713,35.5472,18.695311,4.0211,0.901713,8.391794,108.66,1.403517,0.3845,NaN,46.984671,104.7572,3.991073,0.901713,3.64,4.080523,111.6661,64.062399,3.7502,8.504148,1.348151,0.901713,0.901713,35.192065,2.19046,2.8996393146979,6.6432,32.308386,24.873395,1,30.454,9.975,0.901713,0.7164,14.969883
