Frequency,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily,D:Daily
2012-02-13,3.6725,104.94,4.3450279161008,0.754489,0.929983,1.482925,0.754489,1.47563,0.376,1.2547,1.7169910970273,0.997586,0.912177,478.39,6.291384,1785.59,0.754489,18.896182,0.754489,5.608043,74.619436,0.754489,0.754489,0.754489,0.754489,0.632903,0.754489,7.754791,0.759746,219.141391,8998.664554,0.754489,3.720613,49.149691,12260,122.08,0.754489,77.60676,1120.786178,0.27725,148.37,116.8,0.754489,0.754489,0.750191,8.438207,46.63,0.754489,28.9526,12.7059,3.026709,0.754489,5.712238,79.05,1.197148,0.3845,2.685,42.462653,90.8414,3.164479,0.754489,3.64,3.278859,81.7066,29.859665,3.7503,6.646899,1.254112,0.754489,0.754489,30.810321,1.5017,1.758865248227,6.4035,29.51939,7.9899,1,19.474,4.2893,0.754489,0.6444,7.667798
2012-02-14,3.6725,105.49,4.346267750019,0.759359,0.93386,1.475653,0.759359,1.485155,0.376,1.2636,1.7186574531096,0.999468,0.916926,478.2,6.295087,1778.12,0.759359,19.057635,0.759359,5.644544,74.739768,0.759359,0.759359,0.759359,0.759359,0.636077,0.759359,7.753588,0.764156,221.413927,9003.288025,0.759359,3.736958,49.404662,12260,122.53,0.759359,78.100084,1125.081631,0.27765,148.37,120,0.759359,0.759359,0.755033,8.482421,46.4,0.759359,28.9693,12.739464,3.04298,0.759359,5.721771,78.69,1.201458,0.3845,2.685,42.721543,90.8774,3.182474,0.759359,3.64,3.302301,82.5062,30.053914,3.7502,6.668236,1.264333,0.759359,0.759359,30.839851,1.498,1.7698382565115,6.395,29.567925,7.9877,1,19.502,4.2893,0.759359,0.646,7.730276
2012-02-15,3.6725,105.77,4.3487626031164,0.763825,0.931485,1.485177,0.763825,1.493889,0.376,1.2585,1.7166972196761,0.997021,0.922166,482.99,6.294837,1785.24,0.763825,19.225481,0.763825,5.677055,74.832493,0.763825,0.763825,0.763825,0.763825,0.637641,0.763825,7.753896,0.768742,221.226703,8997.234953,0.763825,3.741369,49.375191,12260,123,0.763825,78.467767,1123.090437,0.27775,148.37,119.2,0.763825,0.763825,0.759365,8.500764,46.7,0.763825,29.0074,12.748014,3.036664,0.763825,5.750458,78.81,1.193553,0.3845,2.685,42.721509,90.7235,3.198518,0.763825,3.64,3.320348,NaN,30.031699,3.7503,6.711045,1.261305,0.763825,0.763825,30.779866,1.5041,1.7645126794989,6.3809,29.518026,7.9881,1,19.504,4.2893,0.763825,0.6475,7.715399
2012-02-16,3.6725,106.93,4.3512555846557,0.770297,0.937298,1.493912,0.770297,1.506548,0.376,1.2665,1.7371745493761,1.003389,0.929903,482.75,6.302265,1791.29,0.770297,19.463873,0.770297,5.725697,74.9611,0.770297,0.770297,0.770297,0.770297,0.638153,0.770297,7.7552,0.775184,226.390387,9013.433986,0.770297,3.777153,49.395317,12260,124.26,0.770297,78.80912,1134.678786,0.27825,148.29,118.8,0.770297,0.770297,0.76569,8.582653,46.97,0.770297,29.0559,12.952627,3.06147,0.770297,5.8169,78.8,1.208982,0.3845,2.683,42.971037,90.7261,3.26298,0.770297,3.64,3.35503,NaN,30.326606,3.7503,6.783623,1.270528,0.770297,0.770297,30.899707,1.5076,1.7753812971807,6.4012,29.635649,7.9881,1,19.495,4.2893,0.770297,0.6504,7.867124
2012-02-17,3.6725,106,4.3537502849761,0.759936,0.929402,1.506571,0.759936,1.486283,0.376,1.2609,1.7136560528916,0.994984,0.918231,486.59,6.297135,1792.92,0.759936,18.999164,0.759936,5.648909,74.846417,0.759936,0.759936,0.759936,0.759936,0.631583,0.759936,7.754085,0.764324,220.487879,9034.265522,0.759936,3.74185,49.240064,,123.39,0.759936,79.329736,1124.827115,0.27825,148.12,118.1,0.759936,0.759936,0.755607,8.488107,47.37,0.759936,29.0725,12.791018,3.036021,0.759936,5.697621,78.85,1.19538,0.3845,2.682,42.665096,90.8054,3.177749,0.759936,3.64,3.309142,82.5483,29.922487,3.7503,6.711452,1.25701,0.759936,0.759936,30.790334,1.5193,1.7549965802873,6.4142,29.557717,7.9875,1,19.448,4.2893,0.759936,0.6475,7.742382
2012-02-18,3.6725,,,,,1.486306,,,,,,,,NaN,,1779.81,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2012-02-19,3.6725,,,,,1.486306,,,,,,,,NaN,,1779.81,,,,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,,NaN,,,,,,,,,,,,NaN,1,NaN,,,,
2012-02-20,3.6725,105.47,4.3535353535354,0.753807,0.927408,1.486306,0.753807,1.474295,,,1.7134780642243,0.991934,0.910222,483.94,6.295115,1779.81,0.753807,18.775064,0.753807,5.603724,74.271973,0.753807,0.753807,0.753807,0.753807,0.630484,0.753807,7.754636,0.758599,216.644052,8996.359114,0.753807,3.728027,49.13463,,122.91,0.753807,79.503995,1121.747324,,,NaN,0.753807,0.753807,0.748869,8.409166,46.74,0.753807,,12.687019,3.018468,0.753807,5.644505,,1.189281,,2.681,42.578773,,3.141866,0.753807,,3.280944,82.0737,29.755314,3.7502,6.641791,1.251696,0.753807,0.753807,30.750038,,1.7408412483039,,29.549224,7.9883,1,NaN,NaN,0.753807,NaN,7.66531
2012-02-21,3.6725,105.39,4.3519891090607,0.756315,0.936696,1.474318,0.756315,1.479201,0.376,1.2542,1.714566631372,0.996218,0.913099,482.18,6.296929,1779.81,0.756315,18.841325,0.756315,5.623809,74.241567,0.756315,0.756315,0.756315,0.756315,0.632582,0.756315,7.755786,0.761083,217.841476,8991.226743,0.756315,3.734306,49.329905,12260,123.56,0.756315,79.700499,1126.062623,0.27755,148.11,117.85,0.756315,0.756315,0.750823,8.435108,46.36,0.756315,29.0489,12.727727,3.025034,0.756315,5.687491,78.7,1.197928,0.3845,2.68,42.672062,90.8963,3.164196,0.756315,3.64,3.294887,81.6968,29.836636,3.7503,6.663667,1.256466,0.756315,0.756315,30.760097,1.5037,1.75328997126,,29.537135,7.9875,1,NaN,4.2893,0.756315,0.6469,7.72697
2012-02-22,3.6725,105.46,4.3544973544974,0.755858,0.940363,1.479224,0.755858,1.478307,0.376,1.2587,1.7173847316704,0.998488,0.912472,481.5,6.297808,1777.59,0.755858,19.026455,0.755858,5.620786,74.254195,0.755858,0.755858,0.755858,0.755858,0.638095,0.755858,7.755782,0.761075,218.306878,9052.71353,0.755858,3.754346,49.139078,12260,123.87,0.755858,80.287226,1127.142857,0.27775,148.02,118.61,0.755858,0.755858,0.750906,8.427362,46.52,0.755858,29.0109,12.819728,3.027513,0.755858,5.668934,78.7,1.204308,0.3845,2.68,42.69161,90.8395,3.164475,0.755858,3.64,3.294936,82.0479,29.756614,3.7502,6.657596,1.258201,0.755858,0.755858,30.560091,1.5044,1.7515495086924,,29.574452,7.9874,1,19.441,4.2893,0.755858,0.6476,7.716175
